subjid	cond	time	pair	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	22
4	sensor	3	3	0.23355	0.1263	0.0996	0.078125	0.07065	0.05225	0.04965	0.033525	0.02995	0.0197	0.016125	0.0234	0.02245	0.025525	0.024725	0.019025	0.01725	0.015625	0.011875	0.012225	0.018375
5	sensor	1	1	0.4126	0.211125	0.129725	0.07225	0.042975	0.021475	0.015325	0.008125	0.009425	0.009125	0.006525	0.004075	0.00295	0.005375	0.004725	0.007175	0.00715	0.009125	0.009125	0.00555	0.0062
5	sensor	2	2	0.2459425	0.1650525	0.09130725	0.064615	0.04768825	0.0362945	0.028803	0.0382425	0.028318	0.02978675	0.0185575	0.02539425	0.026042075	0.0221325	0.023596525	0.02050305	0.01725045	0.014648475	0.015624225	0.01676385	0.023438175
5	sensor	3	3	0.4662075	0.225225	0.10789575	0.06282125	0.04280325	0.024900925	0.019854825	0.009927525	0.007649825	0.003743475	0.00862625	0.003255225	0.0024414	0.00309245	0.0021159	0.0016276	0.001302075	0.001953125	0.0024414	0.000651035	0.00146485
6	sensor	1	1	0.1969	0.08395	0.0563	0.04455	0.06705	0.06215	0.04295	0.0293	0.04	0.0312	0.01755	0.01885	0.0293	0.02795	0.02895	0.0231	0.0257	0.03055	0.03415	0.04945	0.05985
6	sensor	2	2	0.193525	0.125325	0.091625	0.0693	0.0732	0.051425	0.044425	0.03155	0.0361	0.034325	0.03335	0.0283	0.0257	0.0283	0.022125	0.01465	0.0184	0.0236	0.020325	0.01695	0.0174
7	sensor	1	1	0.3837875	0.1866875	0.09391175	0.06738275	0.04410825	0.034017	0.03369165	0.021809875	0.01855475	0.0185549	0.0139974	0.017415375	0.013346425	0.005208275	0.007975375	0.005696625	0.009928325	0.005859325	0.01009125	0.002766925	0.005208275
7	sensor	2	2	0.3174425	0.188425	0.095372	0.07030825	0.05485025	0.040523	0.03612825	0.022623825	0.0276685	0.026205075	0.017740075	0.0133506	0.009115125	0.008789575	0.00651175	0.00976988	0.008954525	0.0068376	0.01383475	0.009766125	0.0157855
7	sensor	3	3	0.2552	0.12845	0.100925	0.09245	0.082675	0.061525	0.032075	0.024275	0.0205	0.0213	0.02685	0.025875	0.022125	0.018375	0.013675	0.012875	0.010725	0.0114	0.012525	0.0096	0.0166
8	sensor	1	1	0.31735	0.2285	0.1185	0.075375	0.0534	0.032875	0.027525	0.02815	0.0236	0.017575	0.01645	0.011875	0.00765	0.007325	0.003925	0.005225	0.003425	0.002775	0.00295	0.00585	0.0098
8	sensor	2	2	0.1706	0.1351	0.08495	0.0781	0.08435	0.04165	0.03355	0.0596	0.0443	0.03615	0.02925	0.0247	0.0231	0.03775	0.0221	0.02345	0.01985	0.0182	0.0117	0.00685	0.01465
8	sensor	3	3	0.3832	0.2274	0.126066667	0.062966667	0.046666667	0.0323	0.019966667	0.016466667	0.0098	0.009133333	0.011533333	0.007166667	0.0076	0.008033333	0.0037	0.0037	0.004766667	0.0063	0.0037	0.004333333	0.005433333
9	sensor	1	1	0.32855	0.1908	0.0695	0.052425	0.04445	0.032875	0.035325	0.034525	0.040875	0.0368	0.02375	0.02835	0.0158	0.015125	0.01385	0.008	0.006525	0.00425	0.007	0.00505	0.006175
9	sensor	2	2	0.3234575	0.1585475	0.08546275	0.05926325	0.046889	0.032563	0.0271905	0.025722	0.02604575	0.01725375	0.01969825	0.02132625	0.01546595	0.0198625	0.01937225	0.01448525	0.0187176	0.017416	0.01773885	0.014158575	0.019368525
9	sensor	3	3	0.29715	0.170475	0.100125	0.072175	0.050025	0.052775	0.03615	0.01825	0.02005	0.01775	0.024425	0.021475	0.014175	0.011375	0.0119	0.01435	0.013025	0.0119	0.01205	0.01435	0.016125
10	sensor	1	1	0.3025	0.2505	0.1074	0.0267	0.0208	0.0325	0.0221	0.0143	0.0176	0.0364	0.0234	0.028	0.0176	0.0078	0.015	0.0104	0.0111	0.0137	0.0143	0.0104	0.0176
10	sensor	2	2	0.20325	0.10845	0.0834	0.0612	0.0674	0.05605	0.03745	0.042	0.03225	0.0303	0.0179	0.0322	0.0264	0.028	0.0267	0.0192	0.01725	0.0205	0.0218	0.0218	0.04625
11	sensor	1	1	0.318375	0.20095	0.071825	0.078975	0.065475	0.0526	0.0358	0.02085	0.010075	0.016125	0.016925	0.01465	0.012525	0.00685	0.009775	0.011225	0.010425	0.0114	0.01075	0.012375	0.01205
11	sensor	2	2	0.213575	0.120475	0.080725	0.04965	0.047525	0.046575	0.0482	0.03695	0.0324	0.037275	0.028	0.02685	0.02505	0.02995	0.027175	0.031725	0.024725	0.022125	0.0205	0.023925	0.02655
11	sensor	3	3	0.247625	0.181175	0.101425	0.093125	0.0596	0.04785	0.044925	0.02555	0.027175	0.024925	0.014475	0.0179	0.020675	0.00685	0.014975	0.00815	0.012525	0.012675	0.009425	0.01075	0.01825
12	sensor	1	1	0.18235	0.1485	0.093125	0.060075	0.05245	0.05015	0.0314	0.028325	0.028975	0.0298	0.025875	0.03305	0.03225	0.027175	0.02475	0.02345	0.024575	0.023275	0.02425	0.021475	0.034675
12	sensor	2	2	0.302975	0.20745	0.096325	0.071925	0.04605	0.035775	0.031875	0.02685	0.018375	0.017725	0.018225	0.018225	0.013025	0.022125	0.0182	0.01335	0.0096	0.007	0.00945	0.00815	0.007325
12	sensor	3	3	0.2734	0.156225	0.068175	0.081225	0.081675	0.063275	0.044925	0.02325	0.026225	0.027025	0.020525	0.0218	0.0192	0.014825	0.01855	0.015125	0.01205	0.010425	0.008975	0.0067	0.006525
13	sensor	1	1	0.2224	0.141625	0.092975	0.08645	0.0739	0.057825	0.0521	0.03515	0.028	0.027825	0.0246	0.0189	0.0202	0.0153	0.015	0.0127	0.015825	0.011875	0.01885	0.01755	0.011075
13	sensor	2	2	0.167533333	0.130166667	0.0822	0.0625	0.070966667	0.0549	0.035566667	0.041866667	0.025833333	0.0206	0.021033333	0.028866667	0.033633333	0.031066667	0.029266667	0.028633333	0.0282	0.0267	0.0308	0.023633333	0.025833333
13	sensor	3	3	0.147933333	0.099766667	0.0898	0.0692	0.061166667	0.069866667	0.073533333	0.032333333	0.022133333	0.026466667	0.021666667	0.023866667	0.027733333	0.023666667	0.0282	0.0308	0.028833333	0.0297	0.0243	0.026033333	0.042966667
14	sensor	1	1	0.206775	0.132525	0.08465	0.070825	0.060525	0.0573	0.063475	0.04705	0.032725	0.02995	0.0244	0.0254	0.015775	0.01675	0.0207	0.017575	0.024575	0.02035	0.016275	0.0114	0.021
14	sensor	2	2	0.218125	0.132675	0.07895	0.059425	0.0565	0.051625	0.03905	0.03075	0.02785	0.028	0.03305	0.02765	0.029475	0.025725	0.026375	0.02325	0.0231	0.02475	0.02445	0.015475	0.023775
14	sensor	3	3	0.20335	0.1498	0.103725	0.07635	0.0573	0.0472	0.056675	0.036	0.0441	0.0311	0.022	0.02475	0.0236	0.022475	0.015125	0.013675	0.011375	0.013675	0.01565	0.0127	0.01935
15	sensor	1	1	0.24125	0.1522	0.10305	0.078625	0.064275	0.0495	0.0474	0.0438	0.04445	0.03125	0.028175	0.0207	0.01905	0.0166	0.01025	0.01105	0.012225	0.0109	0.005225	0.0062	0.0039
15	sensor	2	2	0.262166667	0.159733333	0.1109	0.0484	0.0597	0.0471	0.031466667	0.020366667	0.022133333	0.023233333	0.0241	0.0334	0.028666667	0.0241	0.0217	0.017333333	0.013466667	0.0139	0.0102	0.0089	0.0191
15	sensor	3	3	0.29705	0.166425	0.090775	0.061025	0.048	0.048	0.039375	0.028475	0.0314	0.0311	0.0236	0.017075	0.017075	0.015475	0.0145	0.01335	0.0049	0.00735	0.011075	0.014175	0.020025
16	sensor	1	1	0.314625	0.248	0.13125	0.07865	0.050975	0.034875	0.023275	0.02215	0.0158	0.0119	0.0088	0.00865	0.008475	0.0049	0.004075	0.0044	0.00635	0.004075	0.00635	0.007	0.005525
16	sensor	2	2	0.425	0.195575	0.09355	0.061525	0.0412	0.033025	0.034325	0.03075	0.013975	0.014	0.004725	0.00375	0.0049	0.0062	0.00325	0.0062	0.00455	0.00505	0.00505	0.0083	0.005225
16	sensor	3	3	0.328325	0.23215	0.11765	0.0802	0.05385	0.026675	0.01285	0.0166	0.0236	0.014475	0.01105	0.011075	0.009125	0.00735	0.009775	0.0135	0.0085	0.008	0.00735	0.004725	0.003275
1	source	1	4	0.262475	0.192575	0.12585	0.066775	0.052425	0.0448	0.042825	0.04445	0.0363	0.018875	0.014475	0.015775	0.01205	0.008975	0.009125	0.009125	0.011725	0.0093	0.00685	0.0054	0.00995
1	source	2	5	0.30865	0.173725	0.0848	0.0539	0.05715	0.05225	0.0407	0.026525	0.0218	0.0127	0.0135	0.0153	0.0166	0.0132	0.01725	0.0148	0.0192	0.0135	0.010425	0.012225	0.0218
1	source	3	6	0.193166667	0.130466667	0.0699	0.0599	0.051266667	0.056	0.050166667	0.039733333	0.037566667	0.037566667	0.028866667	0.037366667	0.0267	0.023233333	0.024333333	0.019966667	0.020166667	0.0204	0.0226	0.033666667	0.017166667
2	source	1	4	0.227133333	0.155966667	0.089766667	0.077233333	0.064866667	0.065933333	0.0488	0.052066667	0.0321	0.030366667	0.019333333	0.0176	0.016933333	0.019733333	0.0143	0.018	0.0111	0.007166667	0.010833333	0.0087	0.012166667
2	source	2	5	0.244125	0.14695	0.08855	0.053725	0.0519	0.037725	0.0327	0.039875	0.034825	0.02325	0.026525	0.021325	0.01725	0.021325	0.02195	0.023425	0.024275	0.019225	0.022475	0.024925	0.0236
2	source	3	6	0.189125	0.105	0.082525	0.069325	0.067875	0.053875	0.060875	0.0477	0.039225	0.040025	0.03075	0.027975	0.028	0.02375	0.02295	0.02035	0.01725	0.016275	0.0171	0.018225	0.0218
3	source	1	4	0.2498	0.1773	0.098333333	0.058833333	0.0421	0.033633333	0.022133333	0.021066667	0.019933333	0.0202	0.022366667	0.0215	0.019533333	0.019533333	0.0206	0.029966667	0.018633333	0.019966667	0.027766667	0.0245	0.032333333
3	source	2	5	0.2216	0.140875	0.0729	0.068675	0.06135	0.0483	0.043775	0.03615	0.026675	0.033025	0.025375	0.022125	0.0231	0.016925	0.02765	0.026025	0.026675	0.024425	0.01905	0.016775	0.01855
4	source	1	4	0.30845	0.202475	0.09375	0.0698	0.047025	0.033525	0.0353	0.039225	0.037925	0.02555	0.017575	0.01235	0.010575	0.0093	0.012525	0.006025	0.003925	0.00505	0.0057	0.007175	0.016775
4	source	2	5	0.2199	0.137675	0.085775	0.06595	0.0534	0.045425	0.03045	0.033725	0.035175	0.0373	0.031275	0.0425	0.026375	0.022325	0.021675	0.023925	0.01805	0.0161	0.0184	0.017275	0.017425
4	source	3	6	0.272525	0.18655	0.10695	0.066075	0.0498	0.041975	0.039525	0.037925	0.0376	0.028975	0.023125	0.014175	0.014975	0.01335	0.009775	0.00865	0.008625	0.009275	0.0096	0.009475	0.011075
5	source	1	4	0.36755	0.212825	0.09805	0.068575	0.03875	0.03045	0.02835	0.023125	0.0233	0.01695	0.015625	0.009125	0.0062	0.00505	0.008475	0.0088	0.009925	0.00815	0.008	0.00765	0.005225
5	source	2	5	0.4300675	0.242285	0.1327925	0.06884225	0.03971325	0.0262066	0.0138376	0.010422375	0.004397275	0.003582775	0.003094025	0.004397025	0.004559575	0.0048851	0.00456025	0.001791525	0.0009772	0.0014658	0.000814325	0.0004886	0.000814325
5	source	3	6	0.48796	0.2423425	0.11246575	0.0542005	0.0325545	0.017090825	0.01237055	0.00797563	0.0032553	0.004394625	0.00390625	0.002115875	0.003418	0.00260425	0.00488275	0.00325525	0.001790375	0.0008138	0.000976575	0.00146485	0.00016276
6	source	1	4	0.2375	0.167325	0.09815	0.05665	0.03535	0.037475	0.024775	0.019675	0.020525	0.015825	0.025225	0.03095	0.026525	0.02215	0.034975	0.02685	0.026025	0.022775	0.025375	0.021325	0.0246
6	source	2	5	0.187966667	0.149566667	0.104633333	0.074866667	0.0521	0.0432	0.041433333	0.041033333	0.042766667	0.034966667	0.020633333	0.018	0.019766667	0.0215	0.018433333	0.023	0.022366667	0.016266667	0.019533333	0.020433333	0.027566667
7	source	1	4	0.3526575	0.246015	0.11526025	0.0755385	0.04623925	0.03418975	0.0395635	0.02230475	0.014168975	0.009607325	0.006025225	0.00618765	0.0052109	0.0042337	0.00504845	0.005210668	0.003582625	0.00260545	0.00211703	0.002279693	0.00195418
7	source	2	5	0.3651625	0.1987525	0.11232575	0.08025	0.0590915	0.031413	0.027183	0.022789875	0.01562805	0.013348525	0.0094419	0.00700035	0.00879195	0.0055343	0.011879175	0.00699715	0.005532425	0.005371125	0.002928825	0.004719775	0.00585875
7	source	3	6	0.197975	0.137775	0.096925	0.080675	0.07305	0.050425	0.034975	0.037575	0.03805	0.033025	0.024875	0.03305	0.0244	0.018875	0.020025	0.013175	0.013175	0.01805	0.020175	0.015475	0.018225
8	source	1	4	0.4227	0.230125	0.089675	0.049	0.039375	0.026675	0.01675	0.0176	0.0158	0.009275	0.00975	0.01025	0.006025	0.003425	0.003775	0.005375	0.006375	0.00635	0.009925	0.01235	0.009425
8	source	2	5	0.437	0.22045	0.10385	0.06185	0.0404	0.02765	0.01825	0.01045	0.01045	0.01105	0.0101	0.0124	0.0101	0.0075	0.0052	0.00585	0.00165	0.0023	0.00325	0.00035	0
8	source	3	6	0.379125	0.229925	0.1134	0.064275	0.03565	0.02245	0.013025	0.014475	0.01025	0.011075	0.0106	0.00765	0.009775	0.009925	0.010275	0.01155	0.011075	0.0122	0.006675	0.006025	0.010725
9	source	1	4	0.1626	0.137325	0.07645	0.050925	0.0488	0.04395	0.045075	0.04165	0.04475	0.03955	0.035625	0.028125	0.025525	0.025375	0.03235	0.028	0.021325	0.02195	0.027975	0.026675	0.035975
9	source	2	5	0.2845375	0.155935	0.1066095	0.07535975	0.05485525	0.0455815	0.0338605	0.036793	0.0312575	0.031913	0.027520725	0.027519775	0.02214376	0.01628276	0.012212675	0.008468075	0.00765371	0.00716528	0.002768075	0.00618735	0.00537335
9	source	3	6	0.36825	0.244825	0.1273	0.05875	0.02735	0.026225	0.017275	0.010425	0.011725	0.0101	0.01515	0.00815	0.007175	0.010425	0.00995	0.0083	0.010575	0.009125	0.008625	0.004225	0.006175
10	source	1	4	0.3332	0.1708	0.08035	0.0683	0.0501	0.0309	0.0231	0.02605	0.03355	0.0218	0.02345	0.02865	0.0205	0.0195	0.02115	0.01725	0.00715	0.00685	0.0065	0.0062	0.00455
10	source	2	5	0.23855	0.18935	0.10155	0.06215	0.0579	0.05465	0.05435	0.0283	0.03355	0.028	0.02705	0.0114	0.0153	0.0153	0.00945	0.01365	0.0091	0.01725	0.014	0.0127	0.0065
11	source	1	4	0.33935	0.214375	0.079575	0.067875	0.05505	0.029925	0.02195	0.027	0.02085	0.0166	0.0135	0.014	0.013675	0.0106	0.014975	0.00555	0.00895	0.00685	0.009975	0.014975	0.0145
11	source	2	5	0.243625	0.18435	0.11385	0.079475	0.0588	0.0552	0.048525	0.048075	0.035975	0.02475	0.0163	0.01595	0.0166	0.014175	0.0083	0.00765	0.006175	0.008975	0.004575	0.0031	0.0057
11	source	3	6	0.261675	0.1814	0.10745	0.069375	0.042325	0.049675	0.049025	0.0339	0.033225	0.019725	0.013175	0.0171	0.017925	0.012875	0.017575	0.019875	0.013875	0.00965	0.0057	0.0083	0.0163
12	source	1	4	0.26635	0.154275	0.1048	0.08395	0.055975	0.046375	0.04215	0.034175	0.0249	0.013675	0.0142	0.01855	0.015625	0.018725	0.017425	0.018725	0.013025	0.013025	0.0153	0.012375	0.01645
12	source	2	5	0.256325	0.160425	0.101225	0.0594	0.0384	0.027675	0.027025	0.041675	0.0342	0.02005	0.015625	0.018575	0.020175	0.024425	0.032225	0.02085	0.021825	0.02115	0.0212	0.016275	0.0215
12	source	3	6	0.2292	0.120233333	0.094	0.063366667	0.062733333	0.045366667	0.0445	0.031233333	0.024566667	0.023666667	0.027366667	0.027333333	0.023433333	0.0217	0.0217	0.0204	0.021266667	0.0193	0.029333333	0.023633333	0.0256
13	source 	1	4	0.2809	0.148575	0.1074	0.08235	0.038575	0.031725	0.0293	0.022425	0.024275	0.0205	0.020325	0.019375	0.01825	0.022625	0.019525	0.020325	0.0179	0.02065	0.01855	0.016425	0.02005
13	source	2	5	0.1069	0.103825	0.087075	0.063	0.067375	0.076475	0.062175	0.0633	0.058775	0.0418	0.04525	0.047375	0.0324	0.0246	0.0345	0.0267	0.018725	0.0127	0.0093	0.00945	0.0083
13	source 	3	6	0.239075	0.1191	0.0773	0.06085	0.052725	0.045725	0.039375	0.037575	0.0353	0.036475	0.034675	0.026225	0.026525	0.02525	0.02635	0.030125	0.020325	0.018575	0.0122	0.0179	0.018375
14	source	1	4	0.2249	0.12	0.101333333	0.0629	0.0497	0.0319	0.036433333	0.029266667	0.037966667	0.032533333	0.0228	0.027566667	0.026033333	0.0243	0.0304	0.0306	0.019966667	0.020366667	0.0228	0.0217	0.026466667
14	source	2	5	0.276775	0.1484	0.076325	0.058775	0.043625	0.03435	0.026025	0.026025	0.038075	0.027175	0.02735	0.03205	0.026225	0.02115	0.023125	0.017725	0.014325	0.01545	0.019375	0.021975	0.025725
14	source	3	6	0.1961	0.10935	0.09925	0.07585	0.065425	0.047875	0.0521	0.047	0.0451	0.037925	0.0358	0.02555	0.027825	0.024575	0.021	0.016275	0.016925	0.016425	0.01255	0.011075	0.0161
15	source	1	4	0.2906	0.18855	0.1322	0.075675	0.04055	0.039075	0.023125	0.0137	0.0122	0.01205	0.0096	0.017875	0.019875	0.01545	0.0127	0.01595	0.0117	0.013525	0.0223	0.0192	0.014175
15	source	2	5	0.372075	0.17955	0.10255	0.07535	0.0586	0.0615	0.031575	0.0306	0.016925	0.009775	0.0088	0.00975	0.00945	0.00715	0.0044	0.00295	0.001975	0.004225	0.003425	0.003925	0.005525
15	source	3	6	0.3138	0.2129	0.119775	0.080575	0.055825	0.02815	0.023075	0.016775	0.009775	0.0109	0.013825	0.0127	0.01235	0.01205	0.016275	0.0101	0.0096	0.0096	0.0119	0.006175	0.013825
16	source	1	4	0.363	0.185175	0.112725	0.0667	0.04815	0.036425	0.02945	0.034325	0.029475	0.02245	0.013175	0.006025	0.005375	0.006025	0.0067	0.006175	0.006675	0.00605	0.0041	0.00685	0.00505
16	source	2	5	0.307475	0.20315	0.0978	0.068225	0.05825	0.0379	0.036475	0.03565	0.030925	0.0231	0.021975	0.01255	0.009625	0.0083	0.0088	0.0101	0.00975	0.009625	0.00375	0.0036	0.0031
16	source	3	6	0.369725	0.240325	0.101575	0.0741	0.042	0.028	0.0249	0.021175	0.016775	0.01385	0.007325	0.006025	0.00555	0.007325	0.0044	0.005225	0.0049	0.0059	0.007975	0.006675	0.00635
