subjid	cond	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43
4	sensor	0.066875	0.10795	0.05225	0.066225	0.057625	0.043975	0.045275	0.03515	0.025225	0.025575	0.03045	0.031425	0.0319	0.03125	0.02965	0.0412	0.0477	0.04705	0.035	0.0314	0.0241	0.0231	0.015125	0.011225	0.00865	0.00635	0.010075	0.00475	0.006025	0.004575	0.0013	0.000825	0.000325	0.000325	0.000175	0	0	0	0	0	0	0
4	sensor	0.10825	0.10305	0.076025	0.066425	0.064325	0.03565	0.037125	0.032875	0.033675	0.038925	0.0397	0.02865	0.02295	0.027525	0.02635	0.022325	0.027975	0.027525	0.02295	0.025225	0.02525	0.028475	0.013825	0.005725	0.0041	0.00635	0.0078	0.01285	0.005875	0.004075	0.001975	0.0031	0.00325	0.0026	0.0018	0.00115	0.0005	0.002125	0.00065	0.000825	0.000175	0.000175
5	sensor	0.0553	0.0866	0.0801	0.07975	0.06735	0.09015	0.0563	0.0319	0.04135	0.04265	0.0306	0.0332	0.03155	0.02995	0.0293	0.02995	0.02475	0.01335	0.0143	0.0163	0.0101	0.01465	0.00815	0.0114	0.00655	0.0098	0.0114	0.0098	0.00715	0.00715	0.0049	0.0049	0.0049	0.0036	0.001	0	0	0	0	0	0	0
5	sensor	0.0779515	0.11912675	0.08755275	0.061839	0.049148	0.0408465	0.0384045	0.038405	0.03384725	0.02424775	0.0335225	0.02929375	0.023107725	0.02473425	0.02587325	0.020993	0.02733925	0.02701225	0.03335975	0.0357995	0.020831	0.0229465	0.021319	0.00878685	0.0061827	0.010902425	0.0065093	0.011879375	0.013343225	0.006997025	0.0058577	0.0042306	0.002928525	0.0016272	0.0011389	0.0003253	0.00016276	0.000488275	0.000325525	0.00065105	0.00016276	0
5	sensor	0.06915175	0.08672425	0.0493005	0.042948	0.040671	0.0580775	0.04554675	0.04733725	0.03237075	0.025863375	0.026676375	0.035624	0.034486	0.031232	0.0336725	0.03871575	0.034976	0.040344	0.03627875	0.0351385	0.0338375	0.02472775	0.015617675	0.0148042	0.01203745	0.00894626	0.009759725	0.0100853	0.006669775	0.007157825	0.004717425	0.00292843	0.00244025	0.0003253	0.000650625	0.000162655	0	0	0	0	0	0
6	sensor	0.030166667	0.051233333	0.031466667	0.024966667	0.028866667	0.0313	0.023433333	0.050366667	0.041433333	0.048366667	0.037766667	0.0319	0.0341	0.0282	0.033433333	0.0276	0.030833333	0.041	0.041	0.0428	0.0432	0.0417	0.029533333	0.022366667	0.024733333	0.022366667	0.013266667	0.018666667	0.012566667	0.011733333	0.008266667	0.008666667	0.0048	0.0037	0.0037	0.005666667	0.002833333	0.0039	0.001733333	0.003033333	0.002166667	0.0011
6	sensor	0.03825	0.04135	0.055825	0.0459	0.0418	0.0405	0.03155	0.029925	0.0467	0.0498	0.0547	0.04425	0.04135	0.032525	0.0366	0.03875	0.036925	0.03205	0.031925	0.03565	0.035975	0.02605	0.0254	0.021175	0.014675	0.012225	0.007	0.005725	0.010275	0.006175	0.00715	0.0062	0.005725	0.004075	0.002275	0.000825	0.000825	0.0005	0.0005	0.00065	0.000175	0.000325
7	sensor	0.059712	0.104129	0.117147	0.08817975	0.05824775	0.050112	0.05157525	0.0366065	0.05093	0.02863775	0.024244125	0.0231044	0.03107825	0.0252205	0.030263	0.02896	0.0226169	0.021151075	0.021964575	0.021966825	0.01806275	0.02115525	0.014319	0.005044825	0.00341795	0.002766925	0.0055338	0.0074871	0.007812575	0.006836	0.0071615	0.0024414	0.00146485	0.00065105	0	0	0	0	0	0	0	0
7	sensor	0.034838375	0.056660375	0.03028075	0.04167075	0.035974	0.04721	0.039387	0.040203	0.04443175	0.04476125	0.0317375	0.034341	0.02896675	0.02750325	0.02913325	0.02995025	0.02702025	0.0354825	0.04345025	0.0374335	0.038902	0.0403615	0.0266895	0.019365725	0.0120425	0.0104145	0.010252325	0.008948575	0.013831	0.010087875	0.01106525	0.006672025	0.00716021	0.0065092	0.0082997	0.007323575	0.00683425	0.006508825	0.0048816	0.0022777	0.000650735	0.000487975
7	sensor	0.048025	0.113425	0.063775	0.0534	0.052875	0.0402	0.02735	0.030125	0.032375	0.02915	0.03255	0.028975	0.0387	0.026375	0.028475	0.029425	0.0262	0.038875	0.025225	0.0236	0.036425	0.02995	0.022125	0.01675	0.014825	0.0101	0.008325	0.008325	0.0072	0.007175	0.006375	0.004925	0.0049	0.00635	0.003275	0.00375	0.004575	0.00635	0.004575	0.0018	0.002125	0.000975
8	sensor	0.0329	0.055525	0.048	0.051925	0.06285	0.069975	0.0855	0.0594	0.04315	0.0355	0.034675	0.03075	0.028025	0.030925	0.028175	0.0288	0.028025	0.028975	0.02505	0.023925	0.02555	0.019225	0.01985	0.0207	0.0145	0.01205	0.00605	0.00455	0.0075	0.01465	0.005225	0.0031	0.00245	0.002775	0.00455	0.0013	0.000825	0.0005	0.001475	0.00065	0.0005	0
8	sensor	0.0532	0.07745	0.046525	0.0506	0.040975	0.032525	0.038225	0.029125	0.03105	0.03855	0.048	0.046225	0.0358	0.0405	0.02865	0.03745	0.0521	0.0404	0.04055	0.031575	0.0389	0.03875	0.0176	0.0127	0.009125	0.008325	0.004925	0.004575	0.005225	0.004075	0.00245	0.0018	0.003425	0.0026	0.00115	0.0031	0.00115	0.000325	0.000325	0.000175	0	0
8	sensor	0.05485	0.1014	0.093075	0.0848	0.05435	0.04005	0.04295	0.03175	0.04055	0.027675	0.0262	0.035175	0.035825	0.021	0.023125	0.035625	0.036925	0.04085	0.028325	0.02325	0.027175	0.02505	0.015975	0.009125	0.0096	0.005875	0.00425	0.0057	0.00375	0.002625	0.00115	0.000325	0.000825	0.00065	0.000825	0.00065	0.0013	0.001475	0.001475	0.00245	0.000975	0.00115
9	sensor	0.0462	0.055	0.042275	0.053175	0.059525	0.068475	0.0488	0.04345	0.040175	0.04425	0.040675	0.03805	0.042475	0.041625	0.03225	0.0301	0.02245	0.02065	0.02035	0.0223	0.0218	0.02325	0.022925	0.020675	0.011075	0.015475	0.01285	0.006875	0.0075	0.008625	0.004075	0.006025	0.00425	0.00425	0.003425	0.001975	0.003575	0.0044	0.00195	0.001625	0.000975	0.000325
9	sensor	0.05500925	0.08755825	0.062003	0.06900325	0.06395575	0.06102975	0.03791775	0.034498	0.04735625	0.03092	0.027824	0.03156725	0.03384425	0.02815075	0.024081125	0.03123815	0.02391825	0.020015	0.02652475	0.0213195	0.02620125	0.0244125	0.02018075	0.012856825	0.007973975	0.00781195	0.013833375	0.010903625	0.00797385	0.00911395	0.007811575	0.006671875	0.0069968	0.0066705	0.0066704	0.00211515	0.001139325	0.0008138	0.0008138	0.00065105	0.00065105	0
9	sensor	0.0485	0.069175	0.052875	0.04625	0.0454	0.037125	0.038425	0.045275	0.0433	0.043625	0.04295	0.04885	0.03435	0.03825	0.032425	0.0288	0.03645	0.0425	0.0482	0.042	0.035	0.024125	0.014175	0.009775	0.008325	0.004425	0.003275	0.004575	0.005375	0.003275	0.0049	0.005225	0.002625	0.001975	0.003925	0.001975	0.001475	0.00115	0	0	0	0
10	sensor	0.037275	0.05045	0.042825	0.042325	0.02005	0.029925	0.032875	0.044275	0.029425	0.0381	0.033175	0.037925	0.041325	0.0314	0.0384	0.045875	0.04635	0.03775	0.04085	0.032725	0.0363	0.030275	0.0236	0.02685	0.021475	0.021125	0.02115	0.009125	0.00685	0.01255	0.006675	0.00735	0.006525	0.005375	0.003425	0.0013	0.00195	0.0018	0.002275	0.000825	0	0
10	sensor	0.0309	0.06415	0.066925	0.0599	0.040225	0.054025	0.040375	0.03775	0.027025	0.0262	0.025225	0.040875	0.03435	0.037725	0.03385	0.029275	0.026025	0.02685	0.0275	0.035825	0.030775	0.027675	0.01905	0.019675	0.01955	0.0189	0.016275	0.020025	0.014325	0.0067	0.00505	0.003125	0.003275	0.0065	0.0057	0.0049	0.003925	0.003925	0.0031	0.0018	0.000975	0
11	sensor	0.055825	0.062475	0.06135	0.0625	0.0397	0.0291	0.036775	0.038225	0.042	0.0475	0.0485	0.04655	0.04735	0.031575	0.02195	0.02	0.021125	0.02505	0.030575	0.030775	0.031425	0.027325	0.027825	0.02195	0.017725	0.01465	0.011575	0.014325	0.008325	0.00685	0.00505	0.003775	0.00375	0.00245	0.00165	0.000675	0.000825	0.000975	0	0	0	0
11	sensor	0.0446	0.043325	0.0384	0.0464	0.038275	0.0399	0.0459	0.050625	0.0404	0.043825	0.04085	0.036475	0.043625	0.035	0.035175	0.037275	0.0358	0.03615	0.029475	0.031575	0.0288	0.0306	0.0241	0.014675	0.0096	0.0088	0.010725	0.016775	0.01725	0.0078	0.008625	0.005875	0.0036	0.0036	0.004575	0.004425	0.0039	0.0023	0.000325	0.000325	0.000175	0.000175
11	sensor	0.043625	0.057775	0.070125	0.06575	0.07225	0.0713	0.053375	0.0402	0.05405	0.038425	0.0428	0.032075	0.035	0.03255	0.025875	0.028825	0.031575	0.0345	0.03175	0.02555	0.026675	0.0241	0.022775	0.01415	0.00815	0.0041	0.00245	0.0031	0.00165	0.0031	0.00245	0	0	0	0	0	0	0	0	0	0	0
12	sensor	0.0594	0.062	0.0604	0.0477	0.041025	0.044725	0.042325	0.04735	0.061025	0.0568	0.0363	0.0293	0.030775	0.0228	0.02165	0.01595	0.022125	0.02635	0.032525	0.026525	0.028175	0.02895	0.021	0.015125	0.01125	0.01335	0.01335	0.01285	0.0114	0.007325	0.007825	0.0049	0.007825	0.00765	0.007025	0.00425	0.002625	0.00295	0.0018	0.00245	0.00115	0
12	sensor	0.059375	0.0848	0.062675	0.0708	0.0662	0.04815	0.041	0.042125	0.034175	0.021675	0.018225	0.018725	0.0226	0.024725	0.0265	0.026175	0.0275	0.032525	0.03155	0.024725	0.021975	0.0244	0.018725	0.0179	0.011575	0.011875	0.0158	0.0091	0.008625	0.007475	0.00815	0.007975	0.003775	0.00765	0.0054	0.006025	0.007825	0.00945	0.008475	0.002775	0.000325	0.00065
12	sensor	0.088225	0.12745	0.07745	0.043625	0.042675	0.042325	0.045575	0.04575	0.03695	0.035175	0.033875	0.023625	0.02295	0.02555	0.0298	0.027975	0.030275	0.02895	0.036325	0.029125	0.029775	0.024425	0.024575	0.014975	0.007175	0.003775	0.0036	0.003925	0.00245	0.002125	0.0031	0.00295	0.002625	0.000975	0	0	0	0	0	0	0	0
13	sensor	0.025075	0.066575	0.047025	0.0529	0.02995	0.0397	0.042975	0.04195	0.04245	0.043625	0.038725	0.033525	0.02525	0.022925	0.0205	0.027675	0.02525	0.03235	0.031575	0.03335	0.030575	0.026525	0.01305	0.008325	0.013025	0.01935	0.02245	0.019875	0.02035	0.01255	0.0114	0.01515	0.01335	0.007825	0.00605	0.013525	0.009425	0.00425	0.00375	0.002625	0.00295	0.00065
13	sensor	0.030125	0.0617	0.059575	0.069825	0.039075	0.041025	0.0477	0.043925	0.037075	0.043625	0.03615	0.030925	0.02965	0.02015	0.021975	0.026375	0.0207	0.030575	0.030775	0.02995	0.02555	0.03045	0.017275	0.01075	0.01335	0.018375	0.018875	0.01695	0.014	0.00815	0.0093	0.012225	0.011075	0.006525	0.0049	0.0106	0.0078	0.003425	0.00375	0.002625	0.00295	0.00065
13	sensor	0.07925	0.1074	0.072575	0.082975	0.068675	0.0703	0.04865	0.04085	0.032025	0.0371	0.0358	0.03595	0.03025	0.03725	0.026675	0.022775	0.0241	0.021475	0.018075	0.0179	0.019525	0.012875	0.011075	0.006525	0.005875	0.00685	0.003775	0.004075	0.002775	0.001325	0.001625	0.001825	0.001325	0.00295	0.002275	0.000825	0.001	0.00115	0.000825	0.001	0.000825	0
14	sensor	0.043	0.053575	0.067725	0.077175	0.046575	0.04365	0.050475	0.05275	0.040175	0.04785	0.046725	0.041025	0.0386	0.027325	0.0288	0.032725	0.0285	0.031075	0.0259	0.0228	0.0262	0.0306	0.015325	0.007975	0.0088	0.011225	0.008625	0.00605	0.0057	0.00375	0.004575	0.0062	0.004075	0.002125	0.002125	0.005875	0.00325	0.00065	0.000325	0.000175	0.000175	0
14	sensor	0.029625	0.052075	0.06315	0.06735	0.0607	0.058425	0.0563	0.053875	0.051925	0.0397	0.04555	0.038075	0.02655	0.0314	0.032375	0.0332	0.028	0.022125	0.020175	0.021325	0.020175	0.019675	0.0202	0.0145	0.0135	0.009625	0.00945	0.012225	0.009925	0.004725	0.005225	0.0054	0.003925	0.004075	0.00375	0.0026	0.003925	0.001975	0.0018	0.000675	0.00065	0.000175
14	sensor	0.0503	0.087725	0.06395	0.05225	0.045075	0.04395	0.0459	0.044125	0.05255	0.0327	0.03385	0.028	0.024875	0.030575	0.027175	0.0197	0.02785	0.02945	0.0371	0.03485	0.031275	0.0231	0.02035	0.02085	0.01775	0.01545	0.0109	0.0135	0.006675	0.007025	0.00425	0.0049	0.001	0.001975	0.00245	0.00295	0.0013	0.000325	0.001625	0.0005	0	0
15	sensor	0.045725	0.0646	0.035825	0.0306	0.037275	0.0306	0.038075	0.028325	0.0218	0.024875	0.026375	0.02505	0.035125	0.035475	0.0428	0.04375	0.040825	0.0405	0.0498	0.0529	0.050275	0.04995	0.024425	0.019875	0.021325	0.01305	0.009425	0.011725	0.01255	0.008325	0.00735	0.0075	0.00475	0.00325	0.002475	0.0005	0.001475	0.000975	0.00065	0	0	0
15	sensor	0.059875	0.092425	0.071925	0.0547	0.04085	0.044625	0.0568	0.056025	0.045725	0.043125	0.042975	0.052075	0.04215	0.0332	0.029775	0.0246	0.024925	0.026375	0.025075	0.021175	0.019025	0.015125	0.0124	0.0119	0.006375	0.002925	0.006175	0.00375	0.00375	0.003275	0.00245	0.0018	0.0023	0.00115	0.002925	0.001475	0.00245	0.005525	0.002125	0.00195	0.002275	0.00065
15	sensor	0.0511	0.0884	0.09425	0.075525	0.0682	0.0708	0.0524	0.05485	0.0371	0.0386	0.051925	0.0332	0.028325	0.032225	0.02995	0.02505	0.021475	0.023425	0.017925	0.015625	0.018375	0.013025	0.015775	0.00815	0.005225	0.00815	0.004725	0.00505	0.0031	0.001475	0.002775	0.001625	0.00115	0.000825	0	0.000325	0	0	0	0	0	0
16	sensor	0.055675	0.07845	0.07485	0.0799	0.071125	0.0713	0.062825	0.055675	0.04215	0.032575	0.026025	0.02345	0.023125	0.0249	0.030425	0.030125	0.01725	0.021175	0.01725	0.022125	0.029975	0.02135	0.0171	0.01385	0.0109	0.0155	0.00685	0.00425	0.00425	0.002125	0.002775	0.00115	0.00505	0.00165	0.000975	0.00065	0.00115	0.000325	0	0	0	0
16	sensor	0.055	0.095025	0.087075	0.0801	0.059075	0.05665	0.045575	0.045425	0.04655	0.028625	0.01985	0.022125	0.028025	0.02555	0.018225	0.02655	0.0324	0.031925	0.0298	0.0267	0.022975	0.017925	0.012375	0.009625	0.0109	0.0088	0.0088	0.010425	0.007825	0.005875	0.006525	0.002775	0.003425	0.0028	0.002125	0.001825	0.00115	0.00115	0.001475	0.000825	0.0005	0
16	sensor	0.0664	0.084625	0.075325	0.069475	0.04655	0.04765	0.0555	0.0407	0.043275	0.0389	0.03515	0.03515	0.0314	0.025075	0.02815	0.027675	0.025725	0.029775	0.039025	0.02325	0.0205	0.020175	0.016775	0.012375	0.00995	0.01025	0.00765	0.0036	0.003925	0.004575	0.0031	0.001475	0.00375	0.00505	0.00245	0.00245	0.0023	0.000975	0.000175	0	0	0
1	source	0.0669	0.074875	0.0765	0.066425	0.06445	0.0428	0.042025	0.037275	0.030925	0.041525	0.03305	0.023575	0.0337	0.02865	0.027025	0.02785	0.034675	0.0321	0.03045	0.0233	0.02345	0.026875	0.0148	0.01465	0.0114	0.007025	0.009625	0.007475	0.007	0.003775	0.003775	0.006825	0.005875	0.008125	0.003925	0.00345	0.00165	0.001	0.0005	0.0005	0.0005	0
1	source	0.03595	0.0623	0.033675	0.0506	0.056625	0.039025	0.03675	0.0436	0.02345	0.035625	0.029125	0.027675	0.031075	0.035625	0.044225	0.0371	0.03725	0.03335	0.0257	0.0306	0.037725	0.034325	0.030725	0.028125	0.0244	0.020675	0.012225	0.0127	0.01155	0.0106	0.0122	0.0044	0.001825	0.002125	0.000975	0.00115	0.000825	0.0013	0.0013	0.001475	0.000325	0
1	source	0.043425	0.05905	0.06735	0.0501	0.0532	0.0389	0.0296	0.027175	0.042775	0.037425	0.032525	0.03285	0.0298	0.035625	0.034975	0.0366	0.036475	0.025725	0.028625	0.0309	0.03205	0.035	0.021125	0.01545	0.013675	0.015775	0.0088	0.008625	0.010575	0.01205	0.00995	0.010925	0.0075	0.0075	0.005075	0.0057	0.00345	0.001475	0.00035	0.0005	0.001	0.0005
2	source	0.056	0.09165	0.089525	0.0695	0.062175	0.051125	0.047375	0.035475	0.02425	0.03175	0.025875	0.02525	0.018725	0.027025	0.025575	0.02265	0.0298	0.02945	0.025575	0.022925	0.030775	0.028	0.03045	0.0197	0.01495	0.0143	0.011725	0.00765	0.007975	0.0036	0.0031	0.00345	0.004075	0.004075	0.001975	0.000825	0.0005	0	0.000825	0.0005	0	0
2	source	0.041675	0.072425	0.07015	0.05925	0.069675	0.0498	0.0428	0.03615	0.024925	0.0241	0.0231	0.02785	0.03335	0.03565	0.035475	0.0298	0.030275	0.034825	0.03205	0.03175	0.036775	0.034525	0.0254	0.02215	0.0187	0.00945	0.0101	0.0039	0.002775	0.002625	0.004075	0.003275	0.0023	0.003275	0.0044	0.001475	0.0018	0.00295	0.003575	0.001475	0.000175	0
2	source	0.0451	0.070266667	0.0707	0.0681	0.056833333	0.060733333	0.046	0.0295	0.0399	0.0436	0.036666667	0.023	0.026266667	0.0265	0.0278	0.027766667	0.022566667	0.031466667	0.040966667	0.029733333	0.0258	0.0267	0.014733333	0.0102	0.006733333	0.008466667	0.0061	0.006533333	0.007833333	0.0089	0.0091	0.010866667	0.0087	0.009133333	0.005866667	0.005633333	0.004166667	0.0013	0	0	0	0
3	source	0.034675	0.0762	0.063975	0.044425	0.038725	0.0311	0.0428	0.052225	0.048675	0.044275	0.03595	0.035775	0.036975	0.0337	0.031925	0.02895	0.035825	0.031575	0.029325	0.021325	0.025225	0.02475	0.017275	0.014175	0.01905	0.018725	0.016125	0.01075	0.0109	0.0067	0.0075	0.00425	0.00425	0.00455	0.003425	0.0013	0.003425	0.003425	0.00375	0.002125	0	0
3	source	0.044425	0.09195	0.052375	0.041175	0.0376	0.040525	0.05615	0.036775	0.04475	0.0413	0.0431	0.0332	0.046225	0.041675	0.039375	0.032525	0.036625	0.03695	0.03175	0.02505	0.025525	0.02375	0.017425	0.008625	0.006375	0.00815	0.004875	0.005225	0.0041	0.003625	0.00605	0.00765	0.005375	0.00395	0.004575	0.0062	0.0023	0.0023	0.00065	0	0	0
4	source	0.0625	0.103	0.082025	0.052425	0.04785	0.03805	0.0547	0.039525	0.0371	0.0379	0.0386	0.032225	0.03825	0.03125	0.038425	0.034975	0.0293	0.020675	0.02425	0.021525	0.019225	0.0166	0.01725	0.013375	0.007325	0.007	0.0057	0.0075	0.007325	0.008775	0.004725	0.004725	0.002125	0.0044	0.0039	0.001475	0.001625	0.000325	0.000825	0.00115	0.000175	0
4	source	0.067425	0.131425	0.082225	0.05945	0.05295	0.04935	0.06335	0.0448	0.05245	0.0474	0.0262	0.02345	0.0293	0.023125	0.0267	0.02195	0.02475	0.01675	0.0176	0.0197	0.024925	0.020025	0.015	0.01515	0.0093	0.00525	0.004075	0.005225	0.0023	0.00325	0.003275	0.00295	0.0018	0.003275	0.0018	0.001	0.000175	0.000175	0.0005	0	0.0005	0
4	source	0.0819	0.112	0.1076	0.0734	0.0682	0.05385	0.0503	0.040025	0.025225	0.026675	0.020525	0.0239	0.023425	0.024725	0.03305	0.024725	0.01985	0.018225	0.02735	0.020675	0.022775	0.013675	0.014025	0.005875	0.007825	0.0096	0.00635	0.004575	0.0036	0.00945	0.0083	0.004575	0.004225	0.00195	0.00195	0.002925	0.001475	0.000175	0.0005	0.00065	0	0
5	source	0.09505	0.09995	0.05765	0.0938	0.0622	0.0716	0.06705	0.06025	0.04235	0.0417	0.03745	0.0368	0.02345	0.01985	0.0176	0.01565	0.0218	0.0199	0.01595	0.01235	0.0127	0.015	0.00815	0.00425	0.0049	0.00325	0.0033	0.0033	0.0049	0.001	0.00135	0.00265	0.00685	0.00165	0.00195	0.00325	0.0023	0.0026	0.00425	0.00035	0	0
5	source	0.099581	0.1524575	0.124466	0.096641	0.065076	0.04262625	0.02782325	0.0315645	0.0366085	0.0344935	0.03108025	0.02701075	0.03352025	0.028149	0.02668625	0.02391875	0.0109013	0.01366675	0.0157829	0.014645875	0.011228475	0.007973875	0.005532575	0.005044625	0.002766285	0.00227835	0.0019526	0.001952825	0.002278	0.003092225	0.006347655	0.00358075	0.00520825	0.00227865	0.0016276	0.00016276	0	0	0	0	0	0
5	source	0.08786425	0.1075595	0.09406975	0.0603755	0.074688	0.06052775	0.061509	0.050612	0.0465375	0.04051725	0.031894	0.02587475	0.02376	0.025063	0.03190075	0.02409	0.019044125	0.01464745	0.0143222	0.012694975	0.013345975	0.006999725	0.0118826	0.0084653	0.00634955	0.005371575	0.006509975	0.006672725	0.0076487	0.005533293	0.003904875	0.00325435	0.004069	0.00227865	0.00016276	0	0	0	0	0	0	0
6	source	0.037075	0.0498	0.0493	0.054325	0.04685	0.041975	0.0368	0.04235	0.052075	0.0511	0.0397	0.037925	0.03855	0.034175	0.04115	0.0327	0.0319	0.02815	0.032075	0.041325	0.03025	0.03125	0.019025	0.013975	0.014475	0.0093	0.00945	0.006375	0.009275	0.006675	0.006525	0.008	0.0075	0.002775	0.001975	0.001475	0.001475	0.000975	0.000175	0	0	0
6	source	0.049233333	0.067033333	0.051866667	0.040166667	0.0553	0.034033333	0.036	0.041	0.026666667	0.038166667	0.046866667	0.046	0.052733333	0.037533333	0.043833333	0.0395	0.040366667	0.0408	0.0321	0.032733333	0.0256	0.023866667	0.019733333	0.009366667	0.0115	0.014966667	0.011933333	0.004366667	0.001766667	0.0022	0.003066667	0.0059	0.0035	0.0024	0.002166667	0.001766667	0.001766667	0.0011	0.000433333	0.0009	0	0
7	source	0.056478	0.07324225	0.07194025	0.0828455	0.06103525	0.05647825	0.06103525	0.0587565	0.04443375	0.044271	0.03922525	0.033366	0.03889975	0.03320325	0.02360025	0.023926	0.0193685	0.0232745	0.021484575	0.03255205	0.026692825	0.017578175	0.01334625	0.00813805	0.004557375	0.004394525	0.005208425	0.006836025	0.003255225	0.001953125	0.000325525	0.00016276	0.00146485	0.0008138	0.0016276	0.001953125	0.0008138	0.000325525	0.00065105	0.000488275	0	0
7	source	0.0696195	0.11582125	0.09044625	0.058238	0.05384575	0.03513825	0.03660425	0.0457145	0.03872125	0.03075	0.02895725	0.03400075	0.024892	0.02602925	0.02603075	0.02537925	0.02700475	0.03058475	0.03009775	0.027821975	0.026844075	0.020988625	0.023266925	0.01512945	0.013664275	0.0081344	0.00699625	0.0042301	0.00276545	0.00422955	0.0034163	0.00195185	0.002439825	0.000975925	0.0021145	0.002439825	0.0017892	0.0021145	0.000813275	0	0	0
7	source	0.0612	0.086566667	0.1098	0.116133333	0.077466667	0.051866667	0.0384	0.0336	0.0319	0.032766667	0.0371	0.023233333	0.026933333	0.017133333	0.014333333	0.020166667	0.016266667	0.010433333	0.0124	0.014533333	0.019766667	0.017833333	0.013233333	0.017566667	0.0178	0.018666667	0.011933333	0.0124	0.010433333	0.006966667	0.006066667	0.005233333	0.0013	0.001966667	0.0011	0.0011	0.001533333	0.000866667	0.0013	0.000866667	0	0
