subjid	cond	time	pair	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128
11	cp	base	1	0.13982	0.0024631	0.024888	0.049941	0.034731	0.023388	0.21123	0.14301	0.15947	0.046122	0.055263	0.0058089	0.00089853	0.0014688	0.00021727	0.0011172	0.00444	0.0095552	0.060789	0.061731	0.067896	0.069813	0.062763	0.0027069	0.017615	0.0031219	0.0034307	0.0029194	0.00031152	0.0032322	0.0029638	0.000175	0.0192	0.0010255	0.041713	0.093605	0.048554	0.058986	0.042924	0.0054065	0.0030239	0.0054756	0.010723	0.04449	0.10738	0.00027703	0.0090967	0.054271	0.055099	0.069068	0.0016439	0.0024665	0.011772	0.015792	0.0043005	0.0067735	0.020407	0.005138	0.070674	0.02484	0.0071342	0.0030725	0.037772	0.058581	0.13509	0.22258	0.05744	0.09885	0.0011151	0.034222	0.0052108	0.0027637	0.0017615	0.038601	0.20105	0.15577	0.093851	0.054349	0.0035027	0.0009671	0.01682	0.0019633	0.0034902	0.075134	0.18965	0.21435	0.29714	0.18084	0.15411	0.10435	0.016453	0.0003333	0.07457	0.039959	0.0065861	0.0067128	0.099489	0.23456	0.21801	0.079859	0.0031377	0.079003	0.047907	0.074037	0.0043856	0.0074222	0.14781	0.1834	0.10602	0.20075	0.11299	0.0094147	0.0050128	0.12728	0.1386	0.088633	0.023832	0.021675	0.0050985	0.20745	0.21549	0.33119	0.29155	0.063084	0.35614	0.20473	0.12672	0.11238
1	cp	eval	2	0.018992	0.048006	0.20297	0.25644	0.3788	0.59631	0.5309	0.21947	0.16933	0.11106	0.091791	0.077616	0.084761	0.083869	0.078762	0.09111	0.15837	0.29996	0.20074	0.12911	0.11749	0.050541	0.050432	0.054597	0.11249	0.15525	0.13527	0.085632	0.10259	0.10434	0.20154	0.27628	0.13187	0.31387	0.34164	0.34346	0.22916	0.16953	0.13559	0.087664	0.15152	0.12944	0.2245	0.28625	0.35936	0.23348	0.35696	0.4142	0.44791	0.42203	0.37579	0.37834	0.4919	0.49064	0.49068	0.49963	0.41607	0.16974	0.085355	0.23298	0.34774	0.44958	0.4255	0.29096	0.044953	0.020177	0.15242	0.12514	0.097421	0.20671	0.26011	0.28497	0.33956	0.41619	0.15977	0.37992	0.34453	0.39809	0.36001	0.3335	0.32212	0.40039	0.36253	0.38839	0.33853	0.36785	0.26024	0.31799	0.34552	0.38044	0.30292	0.31076	0.32985	0.27444	0.22912	0.29981	0.15569	0.31148	0.31702	0.34661	0.28071	0.23937	0.25797	0.10734	0.1735	0.15042	0.31101	0.2706	0.34971	0.35286	0.22936	0.37317	0.55618	0.48452	0.44644	0.40759	0.27873	0.033652	0.05346	0.059819	0.22572	0.35649	0.49031	0.53478	0.39246	0.14443	0.088334	0.067655
2	cp	eval	2	0.16338	0.089787	0.017567	0.0080454	0.055477	0.20369	0.15673	0.0057984	0.09249	0.088069	0.11224	0.070187	0.18377	0.20306	0.20343	0.16603	0.12063	0.032519	0.036788	0.090023	0.18253	0.18259	0.16309	0.21063	0.2309	0.23485	0.22296	0.22234	0.2245	0.13258	0.11432	0.070839	0.098131	0.069097	0.089052	0.18234	0.1599	0.17941	0.17504	0.17759	0.17087	0.19239	0.16654	0.1511	0.16599	0.11681	0.15565	0.16225	0.332	0.12252	0.13902	0.11212	0.1329	0.18605	0.16615	0.19489	0.17485	0.15725	0.0015469	0.0078175	0.093786	0.1473	0.094884	0.14416	0.14896	0.17182	0.074234	0.00034656	0.0075145	0.0062132	0.094792	0.065775	0.030601	0.024812	0.060908	0.067789	0.076934	0.0032448	0.0033413	0.003118	0.0085416	0.011696	0.0073289	0.082998	0.1117	0.10052	0.27975	0.18753	0.063641	0.068001	0.052151	0.024061	0.016802	0.017918	0.024509	0.001154	0.30337	0.36763	0.24222	0.14422	0.00015161	0.046484	0.023404	0.014424	0.0084846	0.016531	0.17457	0.35106	0.46178	0.45553	0.19785	0.28098	0.46191	0.56184	0.54176	0.50791	0.28823	0.12297	0.0028785	0.022202	0.00077373	0.15528	0.24737	0.42277	0.094021	0.021599	0.0064837	0.051051
3	cp	eval	2	0.37773	0.42033	0.48733	0.46035	0.46377	0.53681	0.56406	0.64266	0.51898	0.53538	0.54008	0.53406	0.55037	0.57758	0.60137	0.65359	0.58114	0.4854	0.41731	0.48198	0.4465	0.55258	0.56779	0.51962	0.51685	0.52276	0.55055	0.6407	0.64983	0.6406	0.56957	0.46956	0.38894	0.42396	0.47119	0.61988	0.75197	0.66539	0.66131	0.55287	0.54892	0.5937	0.58178	0.66589	0.67456	0.52473	0.47322	0.31659	0.36227	0.36695	0.42012	0.3788	0.3651	0.12746	0.011519	0.15056	0.4387	0.38565	0.048713	0.061783	0.0025016	0.012046	0.2284	0.37872	0.426	0.46433	0.23447	0.18239	0.058948	0.0031816	0.030084	0.38488	0.00046917	0.0026024	0.4934	0.46839	0.32646	0.0012486	0.0018193	0.0028377	0.013728	0.28049	0.26496	0.46321	0.51599	0.55166	0.59183	0.61015	0.59579	0.61023	0.32771	0.069518	0.041718	0.12429	0.19823	0.47868	0.52638	0.66093	0.64463	0.60835	0.34268	0.30815	0.27769	0.1799	0.26359	0.24304	0.50548	0.75551	0.62398	0.44392	0.51732	0.54749	0.66818	0.60258	0.62878	0.45429	0.082195	0.12395	0.27074	0.32288	0.17374	0.39364	0.5582	0.60744	0.51034	0.39185	0.49769	0.58521
4	cp	eval	2	0.085147	0.072422	0.070228	0.09283	0.1759	0.19907	0.23464	0.21431	0.18017	0.20463	0.29559	0.38206	0.054723	0.05424	0.13013	0.22977	0.24936	0.25553	0.14113	0.2003	0.26863	0.35725	0.4708	0.32535	0.035872	0.10128	0.3201	0.42601	0.38988	0.29374	0.25009	0.18556	0.056592	0.13057	0.1291	0.18255	0.22448	0.14033	0.1039	0.11561	0.13593	0.10475	0.11175	0.12459	0.17638	0.21567	0.21639	0.23559	0.18784	0.15564	0.17086	0.19078	0.21966	0.081915	0.037555	0.047942	0.070116	0.089452	0.02575	0.068067	0.19783	0.2337	0.13466	0.18068	0.048201	0.054153	0.23214	0.18693	0.065833	0.016787	0.017411	0.21354	0.17639	0.26319	0.18601	0.28093	0.28943	0.29001	0.20821	0.28809	0.34945	0.39112	0.36675	0.34502	0.2891	0.1995	0.15785	0.27325	0.26483	0.33497	0.42441	0.35177	0.36035	0.32575	0.23779	0.24808	0.062421	0.16108	0.26581	0.28976	0.27412	0.40751	0.37963	0.50495	0.36356	0.52215	0.28225	0.31155	0.25852	0.090527	0.014557	0.045721	0.11674	0.13231	0.15955	0.31673	0.50518	0.26135	0.35263	0.29946	0.25176	0.4697	0.2688	0.16443	0.23743	0.31594	0.38033	0.35735
5	cp	eval	2	0.0010291	0.0001088	0.031226	0.090966	0.10259	0.091012	0.083207	0.058746	0.071464	0.13951	0.15537	0.12727	0.14191	0.13463	0.15665	0.13553	0.064046	0.087519	0.12866	0.17038	0.18951	0.21702	0.22158	0.17867	0.088502	0.019694	0.033034	0.091263	0.1366	0.1412	0.14176	0.12261	0.00043817	0.01332	0.09383	0.048889	0.053964	0.03275	0.00581	0.0048613	0.0049355	0.0049621	0.009282	0.061958	0.054052	0.062105	0.12977	0.20231	0.21695	0.17916	0.10048	0.019543	0.19779	0.21912	0.26952	0.29686	0.20007	0.01754	0.045709	0.13437	0.1611	0.1346	0.086046	0.076384	0.0081724	0.02473	0.06789	0.062557	0.02554	0.012092	0.0081808	0.010557	0.0024014	0.055313	0.041814	0.079397	0.13308	0.1651	0.17647	0.18453	0.20119	0.18867	0.17255	0.13675	0.098494	0.086683	0.00935	0.0849	0.13694	0.16213	0.22011	0.21359	0.22711	0.22027	0.23762	0.15822	0.011665	0.046142	0.099702	0.1592	0.10213	0.047325	0.10739	0.08577	0.0084208	0.1005	0.091189	0.11567	0.083504	0.050327	0.0042737	0.032827	0.081963	0.047283	0.041475	0.043245	0.046346	0.014004	0.0040209	0.018202	0.017204	0.015377	0.019942	0.082476	0.01793	0.045342	0.035437	0.14609
6	cp	eval	2	0.66964	0.57115	0.56717	0.65257	0.62492	0.63627	0.71385	0.74282	0.76381	0.77712	0.81378	0.81989	0.71485	0.73766	0.69213	0.68173	0.65968	0.63239	0.69334	0.69298	0.68495	0.59147	0.60179	0.66345	0.70859	0.79266	0.80521	0.84994	0.84085	0.84073	0.83661	0.75615	0.59832	0.61429	0.80448	0.86435	0.87881	0.87791	0.87347	0.85944	0.85092	0.80949	0.86231	0.84341	0.86648	0.64776	0.6489	0.76026	0.83211	0.82789	0.78142	0.62734	0.67141	0.68963	0.60579	0.52866	0.33084	0.048021	0.57775	0.68528	0.71208	0.71803	0.62848	0.76918	0.67718	0.74294	0.63379	0.75145	0.59996	0.70459	0.73014	0.72383	0.72754	0.66963	0.76126	0.78418	0.75862	0.69327	0.70699	0.75627	0.74564	0.7756	0.75011	0.76793	0.83104	0.7953	0.72235	0.76942	0.82545	0.86435	0.82092	0.77025	0.76806	0.81853	0.79456	0.79861	0.74201	0.80895	0.86723	0.84843	0.86176	0.83239	0.85475	0.91151	0.90713	0.85269	0.89327	0.88118	0.87163	0.81198	0.7	0.5681	0.60407	0.76321	0.81944	0.81809	0.89655	0.8923	0.82224	0.69445	0.76999	0.77543	0.72917	0.67658	0.81487	0.84556	0.83346	0.81924
7	cp	eval	2	0.10006	0.12606	0.15366	0.027642	0.0065714	0.095803	0.073254	0.0050414	0.019236	0.030111	0.0017385	0.0026921	0.00027103	1.93E-05	0.0005902	8.00E-05	0.00021337	0.0093986	0.00075359	0.012746	0.0075462	0.037003	3.47E-05	0.00046289	0.0011633	0.010578	0.005443	0.00099458	0.01515	0.0093701	0.0081969	0.0045514	0.1124	0.15566	0.0050796	0.00013665	0.0055183	0.012615	0.00034868	0.0082026	0.015264	0.014185	0.049119	0.029929	0.033329	0.14774	0.12933	0.10823	0.07933	0.11059	0.089536	0.12419	0.10143	0.087776	0.11553	0.11771	0.039838	0.089408	0.049031	0.057064	0.051124	0.047425	0.040179	0.049287	0.16131	0.11341	0.0069376	0.0026727	0.016955	0.033181	0.037857	0.064436	0.043326	0.0056026	0.15481	0.010182	0.013929	0.0050279	0.025481	0.02617	0.0040554	0.00018286	0.024028	0.0089594	0.047639	0.16676	0.14859	0.00074067	0.011926	0.020497	0.00012621	0.00023372	0.0029888	0.058169	0.066043	0.0092062	0.11934	0.13316	0.026448	0.0052689	0.0096286	0.020971	0.045507	0.034128	0.066386	0.035127	0.054281	0.047503	0.057485	0.14472	0.11523	0.12393	0.13924	0.138	0.14634	0.060281	0.013716	0.0095179	0.0089506	0.082524	0.13061	0.34024	0.40694	0.16908	0.19393	0.0783	0.02757	0.040198
8	cp	eval	2	0.035232	0.012399	0.0041008	0.00098504	0.010952	0.044705	0.065862	0.028246	0.044471	0.030231	0.016158	0.038856	0.036883	0.022783	0.022217	0.012716	0.0081368	0.01487	1.00E-04	0.001426	0.0092141	0.015963	0.015348	0.021745	0.019534	0.016765	0.00058709	0.010346	0.0092646	0.0062861	0.00068807	0.0009811	0.046346	0.024872	0.00088551	4.99E-06	1.47E-06	0.0014724	0.016748	0.052781	0.037054	0.15351	0.018051	4.03E-05	0.0019594	0.043334	0.012436	0.015491	4.91E-05	8.20E-05	0.0098982	0.024707	0.038807	0.074221	0.14695	0.20652	0.0021392	0.013121	0.068687	0.059177	0.12667	0.1384	0.12361	0.015353	0.029187	0.0043617	0.0061575	0.0052667	0.042587	0.009475	0.0031935	0.00029252	0.00022491	0.011703	5.24E-06	0.0020483	0.015896	0.00418	0.007392	0.0044218	0.01605	0.0035467	0.0088557	0.02417	0.06004	0.039269	0.012285	0.13502	0.088208	0.084813	0.035395	0.0045778	5.96E-05	0.0071663	0.004518	0.037299	0.017688	0.08418	0.14802	0.16027	0.096696	0.035135	0.0098543	0.023012	0.0054446	0.024192	0.066062	0.081849	0.060856	0.00099176	0.00022075	0.0005157	0.023847	0.0025008	0.003541	0.026651	0.035132	0.11982	0.080973	0.18289	0.17203	0.33299	0.27358	0.1844	0.16159	0.17693	0.1412	0.00057466
9	cp	eval	2	0.46771	0.44349	0.46776	0.3712	0.20337	0.23648	0.24032	0.15139	0.15158	0.18975	0.30304	0.30599	0.23161	0.23285	0.17711	0.17655	0.21958	0.21051	0.2931	0.22969	0.18452	0.17981	0.17829	0.17428	0.16656	0.2245	0.21486	0.22566	0.22383	0.22338	0.29428	0.29558	0.45091	0.44378	0.34957	0.28448	0.25341	0.22752	0.27472	0.36384	0.41582	0.30403	0.17386	0.14976	0.1755	0.013577	0.016514	0.010256	0.1097	0.23718	0.31336	0.4099	0.42902	0.38714	0.017336	0.00042127	0.027511	0.002587	0.011909	0.0098659	0.0085547	0.044617	0.04495	0.036465	0.45111	0.42747	0.15674	0.15907	0.0074654	0.14229	0.040183	0.23393	0.23975	0.33306	0.22893	0.2299	0.33374	0.275	0.29116	0.27142	0.25081	0.1955	0.19037	0.1933	0.21076	0.22932	0.25647	0.18681	0.18132	0.19191	0.19632	0.24255	0.24273	0.30178	0.18349	0.15546	0.43775	0.21158	0.16651	0.14457	0.10755	0.13686	0.11242	0.098775	0.11197	0.10361	0.10979	0.10782	0.10011	0.49651	0.48077	0.47195	0.3492	0.20414	0.22238	0.15135	0.094726	0.094196	0.10516	0.07178	0.096369	0.053827	0.11364	0.32614	0.14288	0.12019	0.13662	0.17192
10	cp	eval	2	0.5514	0.56338	0.73054	0.73083	0.68574	0.47398	0.51845	0.60095	0.46298	0.5364	0.42691	0.30069	0.25781	0.29361	0.60641	0.62009	0.61101	0.63801	0.64311	0.56849	0.55423	0.54372	0.27414	0.29094	0.28818	0.26667	0.24515	0.4463	0.41798	0.52314	0.5858	0.64164	0.41775	0.63951	0.48942	0.44284	0.49931	0.44173	0.3886	0.33798	0.36327	0.25407	0.23335	0.34566	0.21573	0.11234	0.1124	0.14913	0.32095	0.38552	0.43309	0.247	0.1902	0.1972	0.23968	0.13882	0.080865	0.063965	0.0010397	0.025813	0.14508	0.11439	0.16252	0.025318	0.14828	0.084143	0.11634	0.068993	0.13704	0.079133	0.0075176	0.062725	0.33871	0.13629	0.085541	0.0994	0.1173	0.12479	0.14906	0.20008	0.2711	0.31094	0.25122	0.25894	0.064377	0.18368	0.12648	0.094823	0.14213	0.16008	0.29508	0.34886	0.38222	0.085322	0.023312	0.063349	0.50021	0.089601	0.0041969	0.0062114	0.023731	0.014045	0.045332	0.021455	0.0014291	0.0030867	0.015835	0.0023371	0.00078761	0.11669	0.52883	0.60393	0.40092	0.15887	0.036137	0.031606	6.11E-07	0.0061409	0.068604	0.025273	0.022373	0.10376	0.20735	0.22266	0.39139	0.31752	0.36071	0.14961
11	cp	eval	2	0.0015334	3.56E-05	0.00024315	0.0034749	0.0028413	0.23175	0.071915	7.44E-06	0.00060259	0.00035138	6.05E-06	0.00048341	0.003281	0.004583	0.00088976	0.0032485	0.0030461	0.00048313	0.0034372	0.0068945	0.0057359	0.0054108	0.00045014	0.0042446	0.0048772	0.0010869	0.033428	0.040071	0.029713	0.013433	0.025679	0.010069	0.0007911	0.084679	0.31553	0.3555	0.11897	0.14796	0.034623	0.00036647	0.00028184	0.00091171	0.010321	0.22088	0.51095	8.32E-06	0.10332	0.33216	0.53889	0.63287	0.43192	0.061782	0.26199	0.4805	0.30377	0.14594	0.0027603	0.0026764	0.070373	0.013915	0.025723	0.085451	0.065007	8.89E-06	0.028648	0.057221	3.48E-05	3.76E-05	0.0019332	0.05327	0.047376	0.0034583	0.012845	0.011183	0.071745	0.030076	0.001124	0.0096097	0.022293	0.0093273	0.002118	0.00010394	0.00073373	0.0020426	0.011002	0.034215	0.086421	0.016404	0.0082202	0.001217	0.0066164	0.02015	0.014861	0.00061678	0.0067182	0.0017909	0.0095729	0.011986	0.0242	0.0031605	0.0065206	0.00010551	0.061107	0.0070286	0.0097051	0.0087167	0.31228	0.14124	0.13166	0.044949	0.021968	0.11175	0.43888	0.51362	0.50461	0.60591	0.27657	0.0096765	0.0048364	0.083617	0.033402	0.21016	0.47269	0.52581	0.041857	0.00034925	0.002387	0.0035924
12	dt	base	3	0.15333	0.20364	0.19628	0.14208	0.045333	0.041738	0.00022457	0.0011011	0.010864	0.18888	0.18994	0.17926	0.1238	0.16757	0.12855	0.026408	0.01486	0.0043641	0.095328	0.017154	0.0026366	0.0057214	0.086276	0.1151	0.15097	0.10195	0.09615	0.10318	9.68E-05	0.0014399	0.0019017	0.00016623	0.19709	0.28971	0.27412	0.11405	0.0061572	0.034571	0.039008	0.072786	0.09315	0.030315	0.027289	0.0080408	0.01059	0.012155	0.010681	0.019949	0.13808	0.37266	0.34544	0.25158	0.31693	0.28434	0.088342	0.050971	0.0065472	0.093383	0.0030686	0.0001289	0.018202	0.016012	0.23104	0.2188	0.11975	0.13453	0.041518	0.039804	0.021407	0.022872	1.85E-06	0.001279	0.014512	0.0024958	0.12019	0.026806	0.036425	0.021813	5.37E-05	0.00062231	0.064158	0.038335	0.030726	0.045418	0.060665	0.055259	0.092552	0.059005	0.049394	0.073048	0.041979	2.70E-11	0.0011476	0.0017169	0.038895	0.070353	0.10515	0.10449	0.05419	0.038812	0.073166	0.03967	0.23192	0.27345	0.13549	0.11739	0.050503	0.12922	0.10158	0.13128	0.13648	0.14106	0.11353	0.17546	0.19874	0.18442	0.15182	0.10966	0.13602	0.28103	0.33894	0.31295	0.11947	0.11824	0.10228	0.14136	0.10497	0.17627
13	dt	base	3	0.0018082	0.009373	0.06804	0.14771	0.26394	0.24866	0.19386	0.25571	0.14951	0.17194	0.1485	0.12296	0.13068	0.14331	0.13143	0.25245	0.3673	0.35854	0.27207	0.34248	0.36083	0.28815	0.052399	0.049338	0.058519	0.0021959	0.0053199	0.0081836	0.0030539	0.094857	0.11445	0.19456	0.013289	0.038663	0.11539	0.096516	0.0066797	0.00035996	0.0038352	0.007793	0.0024013	0.0055502	2.10E-05	0.010361	0.053432	0.075147	0.10399	0.11256	0.079533	0.020789	0.034211	0.028397	0.022998	0.027395	0.082194	0.19468	0.25844	0.32297	0.27183	0.23943	0.17178	0.05199	0.043175	0.060107	0.0023852	0.01719	0.036906	0.037063	0.054289	0.10812	0.12182	0.061394	0.020764	0.024572	0.013575	0.014437	0.023572	0.018734	0.0093879	0.018538	0.017885	0.015324	0.00090664	0.021282	0.020888	0.038767	0.02892	0.048088	0.040026	0.022145	0.014157	0.016158	0.01165	0.0097096	2.85E-05	0.016749	0.00010505	0.037061	0.040407	0.0026991	0.0046223	0.0069084	0.00092598	0.024574	0.017927	0.042615	0.017227	0.067509	0.053017	0.020732	0.028913	0.044936	0.1188	0.029735	0.033617	0.012349	0.034775	0.077236	0.0021265	0.11139	0.1299	0.10299	0.20116	0.17447	0.19395	0.14864	0.17795	0.18259
14	dt	base	3	0.11022	0.057749	0.0065283	0.022309	0.015805	0.0055035	0.013043	0.13122	0.13647	0.18218	0.19397	0.22167	0.20599	0.28491	0.24339	0.24969	0.035378	0.06094	0.02405	0.02749	0.013892	0.05882	0.16387	0.14543	0.13061	0.064289	0.032038	0.072305	0.26394	0.083755	0.15002	0.076221	0.006727	0.012201	0.081947	0.069318	0.097362	0.056054	0.069273	0.05396	0.065254	0.17642	0.15971	0.010201	0.013695	0.095134	0.084638	0.13623	0.064429	0.10393	0.040411	0.098496	0.017424	0.0027812	2.15E-05	0.00070316	0.10701	0.057217	0.033385	0.034103	1.55E-05	0.18749	0.15744	0.22082	0.24599	0.13368	0.28476	0.15728	0.027884	0.0039023	0.0061906	0.025071	0.0015289	0.10312	0.36098	0.17094	0.19501	0.14493	0.00055784	0.0044903	0.14468	0.071944	0.21639	0.44364	0.30559	0.44443	0.30596	0.27829	0.29351	0.12099	0.17153	0.13527	0.097628	0.012507	0.0059368	0.02325	0.11332	0.13986	0.17995	0.31498	0.007273	0.0004314	0.0052577	0.0444	0.038686	0.031204	0.14718	0.21895	0.097229	0.11245	0.15454	0.039733	0.00010462	0.0091112	0.03931	0.0039647	0.0022265	0.006517	0.032066	0.14848	0.034084	0.015171	0.014569	0.023587	0.14537	0.22346	0.1905	0.15954
15	dt	base	3	0.10261	0.090894	0.042321	0.033975	0.01184	0.00012534	0.090855	0.098315	0.2003	0.033629	0.016379	0.043947	0.041887	0.027247	0.045567	0.1665	0.34267	0.10473	0.071232	0.1943	0.1144	0.21182	0.076984	0.011546	0.00071431	0.10589	0.11303	0.12184	0.23262	0.21368	0.032036	0.1192	0.21189	0.17971	0.11941	0.092488	0.24587	0.34691	0.26086	0.16402	0.17915	0.038675	0.060826	0.084144	0.047596	0.01034	0.011331	0.054988	0.0045793	0.16912	0.18126	0.36066	0.42251	0.35173	0.096036	0.12623	0.020957	0.057926	0.11464	0.10539	0.011204	0.35314	0.56252	0.47485	0.16578	0.44771	0.35944	0.56249	0.17796	0.077499	0.048319	0.012642	0.16484	0.11848	0.49441	0.47584	0.39416	0.16615	0.048072	1.00E-06	0.11966	0.00010448	0.1651	0.45595	0.38308	0.40738	0.43855	0.31382	0.31138	0.37335	0.24124	0.24711	0.034068	0.16461	0.36199	0.16111	0.24441	0.1729	0.38843	0.42189	0.27536	0.33298	0.52479	0.12272	0.14152	0.00013896	0.1404	0.14595	0.20102	0.02074	0.034166	0.00051656	0.031005	0.0012676	0.0033787	0.042887	0.12729	0.10298	0.003851	0.067527	0.27011	0.12635	0.16008	0.0014958	0.32121	0.15501	0.1516	0.15517
16	dt	base	3	0.077633	0.044824	0.054794	0.033787	0.073615	0.18203	0.11307	0.027851	0.012242	0.047841	0.020307	0.069	0.14186	0.031785	0.011208	0.013374	0.0002669	0.031846	0.0076646	0.00072054	0.0040672	0.10225	0.1588	0.20818	0.17267	0.12781	0.12668	0.34299	0.1579	0.13893	0.068449	0.030567	0.069218	0.067314	0.064346	0.055242	0.09456	0.19664	0.1668	0.15063	0.10465	0.080441	0.040619	0.041907	0.10534	0.0058544	5.89E-05	0.001175	4.18E-05	0.0021298	0.0005214	0.0011773	0.0025313	0.018186	0.022781	0.029414	0.0052503	0.004774	0.0041289	0.047431	0.088261	0.07673	0.037342	0.0078863	0.049472	0.0045174	0.029288	0.046444	0.073806	0.21352	0.046161	0.13858	0.011018	7.58E-06	0.003235	0.017867	4.89E-05	0.00068956	0.0026212	0.011321	0.12017	0.017842	0.031137	0.01554	0.00030998	0.001839	0.017722	0.062685	0.0058782	0.0019889	0.021115	0.15867	0.0099786	0.0088881	0.011678	0.0059577	0.1042	0.061543	0.029819	0.028241	0.023976	0.0039221	0.007014	0.014966	0.012379	0.029482	0.081501	0.2231	0.025824	0.14665	0.11022	0.17276	0.23471	0.17966	0.119	0.058481	0.012287	0.012434	0.0057776	0.0062789	0.031185	0.049943	0.11703	0.2399	0.084781	0.013789	0.019095	0.067244
17	dt	base	3	0.15136	0.14422	0.095666	0.17645	0.050195	0.05369	0.0047039	0.01457	5.75E-06	0.0078556	0.019922	0.04402	0.099362	0.12181	0.04032	0.0082229	0.002549	0.00022233	0.027671	0.00078278	0.0039999	0.037755	0.29381	0.2995	0.28902	0.036125	0.066372	0.10844	0.023111	0.016879	0.025436	0.0070988	0.081002	0.23626	0.058663	0.10634	0.042508	0.036895	0.010603	0.032174	0.056654	2.27E-05	0.011553	0.0027709	0.078158	0.021949	0.086415	0.11972	0.14459	0.090252	0.15474	0.4394	0.16052	0.06185	0.059137	0.11111	0.19549	0.15057	0.2281	0.23053	0.13379	0.10624	0.11807	0.12701	0.23073	0.1954	0.017702	0.038609	0.0015538	0.23985	0.029838	0.18161	0.15595	1.10E-05	0.0044313	0.011616	0.0042953	0.059279	0.0016189	0.0017343	0.051209	0.01981	0.012244	0.057298	0.088969	0.19191	0.18977	0.093591	0.091138	0.10045	0.027289	0.0244	0.014516	0.023717	0.025906	0.016459	0.28039	0.32165	0.059611	0.12213	0.00031141	0.040506	0.071169	0.0041625	0.0043364	0.00024094	0.063843	0.067513	0.16929	0.34565	0.21075	0.15702	0.19543	0.34244	0.13358	0.011597	0.0052334	2.60E-07	0.11767	0.024801	0.019272	1.36E-05	0.00083392	0.038732	0.0067322	0.015706	0.0027332	0.0087521
18	dt	base	3	0.0024221	0.009421	0.013276	0.019098	0.0059676	0.05204	0.035661	0.00042568	0.010877	0.040191	0.041808	0.028137	0.018736	0.03016	0.035734	0.0026621	0.00076554	0.021901	0.012596	0.0023638	0.0046823	0.15137	0.024337	0.035568	0.051832	0.25374	0.26471	0.27631	0.059504	0.059015	0.14125	0.044	0.026708	0.00018976	0.055785	0.030833	0.22481	0.18562	0.32021	0.11317	0.12826	0.0020718	0.013179	0.032925	0.10112	0.052588	0.021322	0.011608	0.14647	0.15447	0.0045574	0.0089504	0.089451	0.10687	0.28932	0.0039304	0.014258	0.0010813	0.00010918	0.00034457	0.034673	0.11162	0.024743	0.030124	0.00015218	0.0037218	0.034695	0.01365	0.017885	0.044708	0.0075662	0.035548	0.056678	0.061381	0.00045601	0.0028834	0.0081271	0.01943	0.0020183	0.033807	0.00083405	0.00031793	0.00085577	0.0020476	0.039042	0.0020717	3.04E-06	0.04969	0.00026425	0.00050724	0.01421	0.019471	0.01037	0.033146	0.22036	0.093843	0.0073901	0.040382	0.11399	0.16015	0.031072	0.081726	0.044184	0.007563	0.00073455	0.054034	0.059349	0.070458	0.043788	0.043802	0.00081911	0.0083879	0.00022395	0.04777	0.062803	0.050977	0.0098256	0.0040947	0.00010466	0.00069814	0.0068671	0.01421	0.0012349	2.33E-05	0.00041477	0.022058	0.00042079	0.0050849
19	dt	base	3	0.20158	0.19012	0.2135	0.26871	0.29748	0.23501	0.13591	0.0070078	0.016563	0.0051839	0.00064823	0.003809	0.00087004	7.06E-05	0.0009951	0.029993	0.025471	0.22132	0.22148	0.10354	0.045342	0.027897	0.0238	0.024194	0.013755	0.022701	0.022501	0.016847	0.027074	0.022106	0.030019	0.084987	0.17329	0.17877	0.10114	0.065963	0.013593	0.017558	0.00039664	0.033526	0.015797	0.020917	0.0017515	0.00058604	0.00088311	0.081681	0.001536	0.0019279	0.0020686	0.078856	0.081202	0.15284	0.18256	0.16179	0.01417	0.00028675	0.0069216	0.017029	0.12729	0.16445	0.15045	0.16066	0.15563	0.14991	0.14697	0.2286	0.0016418	0.0011461	0.072886	0.052607	0.036152	0.079942	0.095441	0.085781	0.0009693	0.096105	0.15144	0.18459	0.16163	0.19227	0.21957	0.3406	0.24741	0.20695	0.053619	0.087499	0.15848	0.0079309	0.00042334	0.13862	0.12391	0.26784	0.24411	0.062065	0.10391	0.1902	0.2254	0.23661	0.0078054	0.00049035	0.0099487	0.12755	0.20117	0.017134	0.021549	4.53E-05	1.08E-05	0.0091588	0.0070581	0.20723	0.26186	0.32373	0.20868	0.13984	0.16891	0.043953	0.061355	0.12176	0.12773	0.21127	0.19967	0.2379	0.13601	0.22143	0.072036	0.031211	0.07253	0.024774
